user,tweet-id,timestamp,url,likes,replies,retweets,story,
thankyouricky_,1041475910011166720,2018-09-16 23:56:21,/thankyouricky_/status/1041475910011166720,1,0,0,Michael,
DahlELama2,1041474865939795970,2018-09-16 23:52:12,/DahlELama2/status/1041474865939795970,2,0,0,Michael,
Michael_E_Orr,1041447071889453059,2018-09-16 22:01:45,/Michael_E_Orr/status/1041447071889453059,0,0,1,Michael,
Michael_E_Orr,1041446585312391168,2018-09-16 21:59:49,/Michael_E_Orr/status/1041446585312391168,0,0,1,Michael,
Michael_Tuba,1041437924519292928,2018-09-16 21:25:24,/Michael_Tuba/status/1041437924519292928,1,0,0,Michael,
1Whatever_Works,1041429363139506177,2018-09-16 20:51:23,/1Whatever_Works/status/1041429363139506177,1,0,0,Michael,
StMS_Principal,1041428415797182464,2018-09-16 20:47:37,/StMS_Principal/status/1041428415797182464,11,0,2,Michael,
SherylPrattERA,1041424440591036416,2018-09-16 20:31:50,/SherylPrattERA/status/1041424440591036416,6,1,3,Michael,
yungmammoth,1041423737483141120,2018-09-16 20:29:02,/yungmammoth/status/1041423737483141120,2,1,0,Michael,
janelle_elaine3,1041422597680971778,2018-09-16 20:24:30,/janelle_elaine3/status/1041422597680971778,6,0,0,Michael,
meeshyville,1041415083383914496,2018-09-16 19:54:39,/meeshyville/status/1041415083383914496,3459,67,1119,Michael,
honestpolitics1,1041414736699641857,2018-09-16 19:53:16,/honestpolitics1/status/1041414736699641857,0,1,0,Michael,
Michael_Spagat,1041403973209600001,2018-09-16 19:10:30,/Michael_Spagat/status/1041403973209600001,0,1,0,Michael,
AtomsksSanakan,1041401079890673666,2018-09-16 18:59:00,/AtomsksSanakan/status/1041401079890673666,1,1,0,Michael,
honestpolitics1,1041400945408729090,2018-09-16 18:58:28,/honestpolitics1/status/1041400945408729090,0,1,0,Michael,
AtomsksSanakan,1041400681863815168,2018-09-16 18:57:25,/AtomsksSanakan/status/1041400681863815168,1,0,1,Michael,
cdenisegayle,1041398116488904704,2018-09-16 18:47:13,/cdenisegayle/status/1041398116488904704,16,1,0,Michael,
Greenroom818,1041395766655438859,2018-09-16 18:37:53,/Greenroom818/status/1041395766655438859,4,1,0,Michael,
kevese_michael,1041392485820506112,2018-09-16 18:24:51,/kevese_michael/status/1041392485820506112,1,1,0,Michael,
Leszkovics4,1041387799340097543,2018-09-16 18:06:14,/Leszkovics4/status/1041387799340097543,0,1,0,Michael,
Michael_Spagat,1041385598295126017,2018-09-16 17:57:29,/Michael_Spagat/status/1041385598295126017,0,1,1,Michael,
Michael_Spagat,1041384460107874304,2018-09-16 17:52:57,/Michael_Spagat/status/1041384460107874304,1,1,0,Michael,
ClimateChangeIT,1041374073912217601,2018-09-16 17:11:41,/ClimateChangeIT/status/1041374073912217601,3,0,1,Michael,
pameladubsky49,1041373921482686464,2018-09-16 17:11:05,/pameladubsky49/status/1041373921482686464,1,0,1,Michael,
ZEROCO2_,1041372744078766080,2018-09-16 17:06:24,/ZEROCO2_/status/1041372744078766080,1,0,0,Michael,
Michael_S_Regan,1043285758541479936,2018-09-21 23:48:02,/Michael_S_Regan/status/1043285758541479936,8,0,6,Michael,
FOXBaltimore,1043283895955931136,2018-09-21 23:40:38,/FOXBaltimore/status/1043283895955931136,7,0,4,Michael,
lordjefury,1043283149512499200,2018-09-21 23:37:40,/lordjefury/status/1043283149512499200,1,0,0,Michael,
OKCFOX,1043278723548622848,2018-09-21 23:20:05,/OKCFOX/status/1043278723548622848,2,0,1,Michael,
KABBFOX29,1043276362721701888,2018-09-21 23:10:42,/KABBFOX29/status/1043276362721701888,1,0,2,Michael,
News4SA,1043276281406779393,2018-09-21 23:10:23,/News4SA/status/1043276281406779393,8,0,2,Michael,
vegasexpats,1042920399045111808,2018-09-20 23:36:14,/vegasexpats/status/1042920399045111808,3,0,1,Michael,
tictoc,1042911855948296192,2018-09-20 23:02:17,/tictoc/status/1042911855948296192,37,3,8,Michael,
CeeLeeMusic,1042908925501292548,2018-09-20 22:50:38,/CeeLeeMusic/status/1042908925501292548,5,3,3,Michael,
AllThingsGoodCo,1042908693954736128,2018-09-20 22:49:43,/AllThingsGoodCo/status/1042908693954736128,2,0,0,Michael,
BSteingraeber,1042898794940121088,2018-09-20 22:10:23,/BSteingraeber/status/1042898794940121088,2,0,0,Michael,
WiSkyline,1042898757128474624,2018-09-20 22:10:14,/WiSkyline/status/1042898757128474624,1,0,0,Michael,
Z1079,1042895590609235968,2018-09-20 21:57:39,/Z1079/status/1042895590609235968,2,0,1,Michael,
ASHPOfficial,1042894940760616961,2018-09-20 21:55:04,/ASHPOfficial/status/1042894940760616961,5,1,2,Michael,
GoldeeGreen,1042892639396347904,2018-09-20 21:45:55,/GoldeeGreen/status/1042892639396347904,0,0,1,Michael,
IanPople1,1042886405557571585,2018-09-20 21:21:09,/IanPople1/status/1042886405557571585,2,0,0,Michael,
USofDisaster,1042879162162323457,2018-09-20 20:52:22,/USofDisaster/status/1042879162162323457,4,2,0,Michael,
voltagead,1042871271493558272,2018-09-20 20:21:01,/voltagead/status/1042871271493558272,2,0,0,Michael,
JRobbo,1042868415973740546,2018-09-20 20:09:40,/JRobbo/status/1042868415973740546,1,0,1,Michael,
Apolline4729,1042854461016821762,2018-09-20 19:14:13,/Apolline4729/status/1042854461016821762,1,0,0,Michael,
sef_bar,1042851923647496193,2018-09-20 19:04:08,/sef_bar/status/1042851923647496193,2,0,4,Michael,
NGBLX,1042200597523382272,2018-09-18 23:56:00,/NGBLX/status/1042200597523382272,0,1,0,Michael,
VibeMagazine,1042198339838726150,2018-09-18 23:47:01,/VibeMagazine/status/1042198339838726150,51,1,17,Michael,
TheOGdrose,1042195993914232832,2018-09-18 23:37:42,/TheOGdrose/status/1042195993914232832,0,0,1,Michael,
wsvn,1042195564496998400,2018-09-18 23:36:00,/wsvn/status/1042195564496998400,68,3,17,Michael,
BenMcKeownPhoto,1042194483343974400,2018-09-18 23:31:42,/BenMcKeownPhoto/status/1042194483343974400,3,0,2,Michael,
NBCSports,1042194084365000705,2018-09-18 23:30:07,/NBCSports/status/1042194084365000705,98,3,23,Michael,
25NewsWEEK,1042194059190829056,2018-09-18 23:30:01,/25NewsWEEK/status/1042194059190829056,1,0,0,Michael,
7News,1042193046589386753,2018-09-18 23:25:59,/7News/status/1042193046589386753,75,3,9,Michael,
suntimes_sports,1042192800975073280,2018-09-18 23:25:01,/suntimes_sports/status/1042192800975073280,1,0,0,Michael,
82nd13,1042191536824315904,2018-09-18 23:20:00,/82nd13/status/1042191536824315904,1,0,0,Michael,
pbpsports,1042191295563919360,2018-09-18 23:19:02,/pbpsports/status/1042191295563919360,14,2,7,Michael,
1honeybunhead,1042189960772825090,2018-09-18 23:13:44,/1honeybunhead/status/1042189960772825090,0,0,1,Michael,
shomaristone,1042188749872889856,2018-09-18 23:08:55,/shomaristone/status/1042188749872889856,632,9,222,Michael,
1079thelink,1042187959670321153,2018-09-18 23:05:47,/1079thelink/status/1042187959670321153,4,0,1,Michael,
EmilyAWilmoth1,1042187700546285570,2018-09-18 23:04:45,/EmilyAWilmoth1/status/1042187700546285570,7,0,1,Michael,
tictoc,1042187252959469570,2018-09-18 23:02:58,/tictoc/status/1042187252959469570,61,3,13,Michael,
TWG_Athletics,1042186985870426113,2018-09-18 23:01:54,/TWG_Athletics/status/1042186985870426113,0,0,1,Michael,
ListenUpYallcom,1042186546877788161,2018-09-18 23:00:10,/ListenUpYallcom/status/1042186546877788161,3,0,0,Michael,
hot96tweets,1042558959477911552,2018-09-19 23:40:00,/hot96tweets/status/1042558959477911552,1,0,0,Michael,
TerezOwens,1042558381205012480,2018-09-19 23:37:42,/TerezOwens/status/1042558381205012480,0,0,1,Michael,
Feedshiphop,1042553301424922624,2018-09-19 23:17:31,/Feedshiphop/status/1042553301424922624,1,0,1,Michael,
MichaelJordannw,1042550922486808576,2018-09-19 23:08:04,/MichaelJordannw/status/1042550922486808576,0,0,1,Michael,
PeterVerry,1042550696027930624,2018-09-19 23:07:10,/PeterVerry/status/1042550696027930624,0,0,1,Michael,
USPatriotBrig,1042549421215379457,2018-09-19 23:02:06,/USPatriotBrig/status/1042549421215379457,6,0,4,Michael,
92QJamsBmore,1042543819261136902,2018-09-19 22:39:50,/92QJamsBmore/status/1042543819261136902,4,0,0,Michael,
hot1079atl,1042540589055651840,2018-09-19 22:27:00,/hot1079atl/status/1042540589055651840,4,0,2,Michael,
979thebeat,1042539028967563264,2018-09-19 22:20:48,/979thebeat/status/1042539028967563264,2,0,1,Michael,
juli_anna29,1042536637627031553,2018-09-19 22:11:18,/juli_anna29/status/1042536637627031553,2,0,0,Michael,
shihtzzu,1042535758437875712,2018-09-19 22:07:48,/shihtzzu/status/1042535758437875712,1,0,0,Michael,
MehAndUgh,1042535236654034944,2018-09-19 22:05:44,/MehAndUgh/status/1042535236654034944,1,1,0,Michael,
fox5ny,1042533824004022273,2018-09-19 22:00:07,/fox5ny/status/1042533824004022273,14,0,10,Michael,
_AfrotainmentTV,1042533813375643649,2018-09-19 22:00:05,/_AfrotainmentTV/status/1042533813375643649,1,0,0,Michael,
pam_nevill,1042533759197872128,2018-09-19 21:59:52,/pam_nevill/status/1042533759197872128,1,0,0,Michael,
FLOOKLYN,1042533435615707137,2018-09-19 21:58:35,/FLOOKLYN/status/1042533435615707137,123,3,33,Michael,
drocktrot,1042533398076637185,2018-09-19 21:58:26,/drocktrot/status/1042533398076637185,1,0,0,Michael,
Tangomitteckel,1041834633464307712,2018-09-17 23:41:47,/Tangomitteckel/status/1041834633464307712,0,1,0,Michael,
jah060689,1041826522682798081,2018-09-17 23:09:33,/jah060689/status/1041826522682798081,1,0,0,Michael,
seawaves_mag,1041816646195838981,2018-09-17 22:30:19,/seawaves_mag/status/1041816646195838981,3,0,1,Michael,
Hohheli,1041805915131990018,2018-09-17 21:47:40,/Hohheli/status/1041805915131990018,0,1,0,Michael,
Tangomitteckel,1041803075734958080,2018-09-17 21:36:23,/Tangomitteckel/status/1041803075734958080,0,1,0,Michael,
Tangomitteckel,1041796602149699584,2018-09-17 21:10:40,/Tangomitteckel/status/1041796602149699584,0,1,0,Michael,
JPolov,1041796177031774209,2018-09-17 21:08:58,/JPolov/status/1041796177031774209,2,0,0,Michael,
HalFairchild,1041794539638280192,2018-09-17 21:02:28,/HalFairchild/status/1041794539638280192,1,0,0,Michael,
Tangomitteckel,1041794368238174213,2018-09-17 21:01:47,/Tangomitteckel/status/1041794368238174213,0,3,0,Michael,
sueytonius,1041794161152872448,2018-09-17 21:00:58,/sueytonius/status/1041794161152872448,1,1,0,Michael,
sueytonius,1041793577762865152,2018-09-17 20:58:39,/sueytonius/status/1041793577762865152,0,1,0,Michael,
Tangomitteckel,1041792879130226688,2018-09-17 20:55:52,/Tangomitteckel/status/1041792879130226688,0,1,0,Michael,
sueytonius,1041789427918495744,2018-09-17 20:42:09,/sueytonius/status/1041789427918495744,3,1,0,Michael,
sueytonius,1041779590031712256,2018-09-17 20:03:04,/sueytonius/status/1041779590031712256,1,2,0,Michael,
BradSchrag,1041774895145934848,2018-09-17 19:44:24,/BradSchrag/status/1041774895145934848,1,2,0,Michael,
Tangomitteckel,1041773131344609282,2018-09-17 19:37:24,/Tangomitteckel/status/1041773131344609282,0,1,0,Michael,
sueytonius,1041772157544611841,2018-09-17 19:33:32,/sueytonius/status/1041772157544611841,1,1,0,Michael,
Michael_Spagat,1041767985139073028,2018-09-17 19:16:57,/Michael_Spagat/status/1041767985139073028,1,0,1,Michael,
JPolov,1041753155334221826,2018-09-17 18:18:01,/JPolov/status/1041753155334221826,3,0,0,Michael,
NewtonSZN,1041734579026059265,2018-09-17 17:04:12,/NewtonSZN/status/1041734579026059265,6,2,4,Michael,
ambitiousmalum,1045066292443717633,2018-09-26 21:43:15,/ambitiousmalum/status/1045066292443717633,0,1,0,Michael,
Sssuzannaaaa,1045029406484377602,2018-09-26 19:16:40,/Sssuzannaaaa/status/1045029406484377602,1,0,0,Michael,
russfla,1045023016797831168,2018-09-26 18:51:17,/russfla/status/1045023016797831168,1,0,0,Michael,
Snyder_Michael,1044988230268080130,2018-09-26 16:33:03,/Snyder_Michael/status/1044988230268080130,1,0,0,Michael,
USACEHQ,1044972362423185409,2018-09-26 15:30:00,/USACEHQ/status/1044972362423185409,6,0,3,Michael,
PinkSheepNews,1044969906100457478,2018-09-26 15:20:14,/PinkSheepNews/status/1044969906100457478,0,0,1,Michael,
wcgirl1,1044964083072741376,2018-09-26 14:57:06,/wcgirl1/status/1044964083072741376,0,0,2,Michael,
DaDaBuh,1044892998276968448,2018-09-26 10:14:38,/DaDaBuh/status/1044892998276968448,6,0,1,Michael,
USAfamilies,1044879548653998080,2018-09-26 09:21:11,/USAfamilies/status/1044879548653998080,0,1,0,Michael,
RudyHavenstein,1044845991495704576,2018-09-26 07:07:51,/RudyHavenstein/status/1044845991495704576,53,11,16,Michael,
BagDropBoy,1044739035950911490,2018-09-26 00:02:51,/BagDropBoy/status/1044739035950911490,0,0,1,Michael,
REACT4800,1045413360555249665,2018-09-27 20:42:22,/REACT4800/status/1045413360555249665,1,0,0,Michael,
CRECE_Center,1045338163084955648,2018-09-27 15:43:34,/CRECE_Center/status/1045338163084955648,1,0,0,Michael,
truthinsports58,1045329341255749634,2018-09-27 15:08:30,/truthinsports58/status/1045329341255749634,1,0,0,Michael,
PROTECT_SRP,1045323259229679616,2018-09-27 14:44:20,/PROTECT_SRP/status/1045323259229679616,3,0,1,Michael,
Philanthropy,1045297008263745536,2018-09-27 13:00:02,/Philanthropy/status/1045297008263745536,9,0,0,Michael,
JoeCats19,1045263613441830912,2018-09-27 10:47:20,/JoeCats19/status/1045263613441830912,2,0,3,Michael,
ferkdigga21,1045256968062062593,2018-09-27 10:20:55,/ferkdigga21/status/1045256968062062593,1,0,0,Michael,
crazyhorse2126,1045158726343299074,2018-09-27 03:50:33,/crazyhorse2126/status/1045158726343299074,1,0,0,Michael,
Pinboard,1045114404122038273,2018-09-27 00:54:25,/Pinboard/status/1045114404122038273,11,2,3,Michael,
Michael_Bell_,1045108685901615104,2018-09-27 00:31:42,/Michael_Bell_/status/1045108685901615104,1,0,1,Michael,
bullsinsight,1044374038381023232,2018-09-24 23:52:28,/bullsinsight/status/1044374038381023232,1,0,0,Michael,
Philanthropy,1044360833290002432,2018-09-24 23:00:00,/Philanthropy/status/1044360833290002432,3,0,4,Michael,
MikeHermenet,1044335493398319106,2018-09-24 21:19:19,/MikeHermenet/status/1044335493398319106,1,0,0,Michael,
SleeperAthletes,1044331500236361728,2018-09-24 21:03:27,/SleeperAthletes/status/1044331500236361728,4,0,1,Michael,
MsSParkinson,1044321713842991105,2018-09-24 20:24:33,/MsSParkinson/status/1044321713842991105,1,0,2,Michael,
Philanthropy,1044315535301902336,2018-09-24 20:00:00,/Philanthropy/status/1044315535301902336,1,0,0,Michael,
NCHouseSpeaker,1044296875195740161,2018-09-24 18:45:51,/NCHouseSpeaker/status/1044296875195740161,18,1,11,Michael,
svkenney,1044291621813202945,2018-09-24 18:24:59,/svkenney/status/1044291621813202945,1,1,0,Michael,
Philanthropy,1044278036734984192,2018-09-24 17:31:00,/Philanthropy/status/1044278036734984192,2,0,1,Michael,
Philanthropy,1044247837708451840,2018-09-24 15:31:00,/Philanthropy/status/1044247837708451840,5,0,1,Michael,
agranadoster,1044247603175739396,2018-09-24 15:30:04,/agranadoster/status/1044247603175739396,3,0,3,Michael,
SteveReedAP,1044239692013719552,2018-09-24 14:58:38,/SteveReedAP/status/1044239692013719552,4,0,3,Michael,
Apolline4729,1044235521873113088,2018-09-24 14:42:04,/Apolline4729/status/1044235521873113088,8,0,1,Michael,
Apolline4729,1044232589819695104,2018-09-24 14:30:24,/Apolline4729/status/1044232589819695104,4,0,2,Michael,
nckhui,1044228069026942976,2018-09-24 14:12:27,/nckhui/status/1044228069026942976,2,0,4,Michael,
Michael__Stone,1044225661567668225,2018-09-24 14:02:53,/Michael__Stone/status/1044225661567668225,1,0,0,Michael,
wilmingtonbiz,1044217468871483403,2018-09-24 13:30:19,/wilmingtonbiz/status/1044217468871483403,1,0,1,Michael,
jedacek,1044215013622321153,2018-09-24 13:20:34,/jedacek/status/1044215013622321153,1,0,3,Michael,
fragmansixty9,1044004086805385223,2018-09-23 23:22:25,/fragmansixty9/status/1044004086805385223,1,0,0,Michael,
LeoRules1,1043999319647571968,2018-09-23 23:03:29,/LeoRules1/status/1043999319647571968,5,0,3,Michael,
michael_drawing,1043992689061056512,2018-09-23 22:37:08,/michael_drawing/status/1043992689061056512,1,0,0,Michael,
MarieNater,1043986711326478336,2018-09-23 22:13:22,/MarieNater/status/1043986711326478336,1,0,0,Michael,
casualtycaI,1043970908648542209,2018-09-23 21:10:35,/casualtycaI/status/1043970908648542209,22,2,2,Michael,
MidSouthCoach,1043963099508867074,2018-09-23 20:39:33,/MidSouthCoach/status/1043963099508867074,1,0,0,Michael,
RichardLapchick,1043959446555242502,2018-09-23 20:25:02,/RichardLapchick/status/1043959446555242502,4,0,5,Michael,
SweetFreedom29,1043929500034240518,2018-09-23 18:26:02,/SweetFreedom29/status/1043929500034240518,0,0,1,Michael,
CraigRozniecki,1043904899300438017,2018-09-23 16:48:17,/CraigRozniecki/status/1043904899300438017,32,0,13,Michael,
dcar205,1043876524900995078,2018-09-23 14:55:32,/dcar205/status/1043876524900995078,2,0,1,Michael,
FoxBusiness,1043867582015524864,2018-09-23 14:20:00,/FoxBusiness/status/1043867582015524864,103,8,23,Michael,
djbless0ne,1043861086594904065,2018-09-23 13:54:11,/djbless0ne/status/1043861086594904065,1,0,0,Michael,
RatchetFriday,1043850797874905089,2018-09-23 13:13:18,/RatchetFriday/status/1043850797874905089,1,0,0,Michael,
antonkarpp,1043834145342967808,2018-09-23 12:07:08,/antonkarpp/status/1043834145342967808,1,0,0,Michael,
AtlantaCorps,1044732053495992326,2018-09-25 23:35:06,/AtlantaCorps/status/1044732053495992326,1,0,0,Michael,
ValenciaJobs,1044723250008346624,2018-09-25 23:00:07,/ValenciaJobs/status/1044723250008346624,0,0,2,Michael,
wcti12,1044704129115918337,2018-09-25 21:44:08,/wcti12/status/1044704129115918337,1,1,4,Michael,
Mikeylikesitttt,1044703868632920065,2018-09-25 21:43:06,/Mikeylikesitttt/status/1044703868632920065,1,0,0,Michael,
Philanthropy,1044678173730848768,2018-09-25 20:01:00,/Philanthropy/status/1044678173730848768,1,0,0,Michael,
UNCSANewYork,1044667976568508416,2018-09-25 19:20:29,/UNCSANewYork/status/1044667976568508416,2,0,1,Michael,
HeadcountEvac,1044655540989829122,2018-09-25 18:31:04,/HeadcountEvac/status/1044655540989829122,1,0,3,Michael,
Americares,1044649244056006656,2018-09-25 18:06:03,/Americares/status/1044649244056006656,2,0,3,Michael,
trevor_kyle,1044638199941918721,2018-09-25 17:22:09,/trevor_kyle/status/1044638199941918721,39,0,8,Michael,
Michael_Spagat,1044629893575823360,2018-09-25 16:49:09,/Michael_Spagat/status/1044629893575823360,0,1,0,Michael,
Michael_Spagat,1044629160994492416,2018-09-25 16:46:14,/Michael_Spagat/status/1044629160994492416,0,1,0,Michael,
WPBF_Britley,1044623224917635073,2018-09-25 16:22:39,/WPBF_Britley/status/1044623224917635073,1,0,0,Michael,
ELASeabee,1044620587455385601,2018-09-25 16:12:10,/ELASeabee/status/1044620587455385601,6,1,2,Michael,
bobcatsblogger,1044609841204015104,2018-09-25 15:29:28,/bobcatsblogger/status/1044609841204015104,0,0,1,Michael,
arhobley,1044607220481183745,2018-09-25 15:19:03,/arhobley/status/1044607220481183745,26,1,12,Michael,
Philanthropy,1044580026652532736,2018-09-25 13:31:00,/Philanthropy/status/1044580026652532736,1,0,1,Michael,
neezomatt,1044399732393734144,2018-09-25 01:34:34,/neezomatt/status/1044399732393734144,1,0,0,Michael,
Michael_DLP,1045811449191227392,2018-09-28 23:04:14,/Michael_DLP/status/1045811449191227392,1,0,0,Michael,
suny_sullivan,1045740466598268929,2018-09-28 18:22:10,/suny_sullivan/status/1045740466598268929,1,0,1,Michael,
NewHanoverCoSch,1045735420200464384,2018-09-28 18:02:07,/NewHanoverCoSch/status/1045735420200464384,41,2,6,Michael,
warriors_mom,1045726590246821889,2018-09-28 17:27:02,/warriors_mom/status/1045726590246821889,2,0,1,Michael,
USACEHQ,1045704697770692609,2018-09-28 16:00:02,/USACEHQ/status/1045704697770692609,21,1,5,Michael,
MikeCruz_TV,1045699213940723715,2018-09-28 15:38:15,/MikeCruz_TV/status/1045699213940723715,1,0,2,Michael,
Michael_Lipitz,1045665268301787136,2018-09-28 13:23:22,/Michael_Lipitz/status/1045665268301787136,3,0,0,Michael,
Michael_LLHwm,1045662024901042176,2018-09-28 13:10:28,/Michael_LLHwm/status/1045662024901042176,1,0,0,Michael,
Century21Sweyer,1045659711268442112,2018-09-28 13:01:17,/Century21Sweyer/status/1045659711268442112,2,0,0,Michael,
Michael_D_Crow,1045642298409844739,2018-09-28 11:52:05,/Michael_D_Crow/status/1045642298409844739,6,5,2,Michael,
hongwang2015,1045605612548173824,2018-09-28 09:26:19,/hongwang2015/status/1045605612548173824,0,1,0,Michael,
chillin662,1045478760735281152,2018-09-28 01:02:15,/chillin662/status/1045478760735281152,0,1,0,Michael,
HeelIllustrated,1045471379381014528,2018-09-28 00:32:55,/HeelIllustrated/status/1045471379381014528,5,0,0,Michael,
angelsenon,1045469867955163142,2018-09-28 00:26:55,/angelsenon/status/1045469867955163142,1,0,0,Michael,
NCAAFNation247,1045466784936218626,2018-09-28 00:14:40,/NCAAFNation247/status/1045466784936218626,1,0,1,Michael,
Lorraine4u,1045465812352417792,2018-09-28 00:10:48,/Lorraine4u/status/1045465812352417792,0,0,1,Michael,
Gregory14499757,1047266026101063680,2018-10-02 23:24:12,/Gregory14499757/status/1047266026101063680,1,1,0,Michael,
This_Is_Jen_,1047257998933020672,2018-10-02 22:52:18,/This_Is_Jen_/status/1047257998933020672,2,1,1,Michael,
jm5390,1047249827057336321,2018-10-02 22:19:50,/jm5390/status/1047249827057336321,0,0,2,Michael,
Discover,1047244752175988738,2018-10-02 21:59:40,/Discover/status/1047244752175988738,1,1,0,Michael,
casualtycaI,1047218843175849984,2018-10-02 20:16:43,/casualtycaI/status/1047218843175849984,14,1,0,Michael,
twc_allen,1047207054270713856,2018-10-02 19:29:52,/twc_allen/status/1047207054270713856,10,3,8,Michael,
AtFtCharlotte,1047171877779791874,2018-10-02 17:10:05,/AtFtCharlotte/status/1047171877779791874,1,0,1,Michael,
tylertnewman,1047153919003185152,2018-10-02 15:58:44,/tylertnewman/status/1047153919003185152,3,0,0,Michael,
twc_allen,1047086544408993794,2018-10-02 11:31:00,/twc_allen/status/1047086544408993794,3,3,0,Michael,
NHLCanes,1046927498704035840,2018-10-02 00:59:01,/NHLCanes/status/1046927498704035840,107,3,12,Michael,
michael_d_jones,1047628612755582976,2018-10-03 23:24:59,/michael_d_jones/status/1047628612755582976,1,0,0,Michael,
joinbritt,1047485531842666497,2018-10-03 13:56:26,/joinbritt/status/1047485531842666497,10,0,1,Michael,
whirledpeas4me,1047485053339676672,2018-10-03 13:54:32,/whirledpeas4me/status/1047485053339676672,1,1,0,Michael,
michael_neely,1047483697111425025,2018-10-03 13:49:09,/michael_neely/status/1047483697111425025,1,1,0,Michael,
BobbiStorm,1047479596701175808,2018-10-03 13:32:51,/BobbiStorm/status/1047479596701175808,3,2,1,Michael,
BobbiStorm,1047477895944441856,2018-10-03 13:26:06,/BobbiStorm/status/1047477895944441856,4,0,1,Michael,
hurricane_phi,1047472012296429568,2018-10-03 13:02:43,/hurricane_phi/status/1047472012296429568,4,2,0,Michael,
USACEHQ,1047456228379521024,2018-10-03 12:00:00,/USACEHQ/status/1047456228379521024,9,0,3,Michael,
fcardoza696,1047431378747322369,2018-10-03 10:21:15,/fcardoza696/status/1047431378747322369,0,1,0,Michael,
The__Michael,1047307786344968192,2018-10-03 02:10:08,/The__Michael/status/1047307786344968192,0,0,1,Michael,
In2ThinAir,1047293926821056518,2018-10-03 01:15:04,/In2ThinAir/status/1047293926821056518,3,0,4,Michael,
zoogomoogo,1047282804407631872,2018-10-03 00:30:52,/zoogomoogo/status/1047282804407631872,0,0,1,Michael,
gabalexa,1046886022850777089,2018-10-01 22:14:12,/gabalexa/status/1046886022850777089,1,1,0,Michael,
myrathibault,1046867664327598080,2018-10-01 21:01:15,/myrathibault/status/1046867664327598080,2,0,0,Michael,
RealPropertyCA,1046863183158304768,2018-10-01 20:43:27,/RealPropertyCA/status/1046863183158304768,0,1,0,Michael,
erin_hardick,1046834140325208064,2018-10-01 18:48:02,/erin_hardick/status/1046834140325208064,2,0,0,Michael,
Michael_BMo,1046776344523280385,2018-10-01 14:58:23,/Michael_BMo/status/1046776344523280385,1,0,0,Michael,
WriterDeVane,1046759172501590017,2018-10-01 13:50:09,/WriterDeVane/status/1046759172501590017,0,4,1,Michael,
agreen,1046749556241829890,2018-10-01 13:11:56,/agreen/status/1046749556241829890,0,1,0,Michael,
BarryBevan,1046695040716804096,2018-10-01 09:35:19,/BarryBevan/status/1046695040716804096,20,0,2,Michael,
aircrewtv,1046685436201127936,2018-10-01 08:57:09,/aircrewtv/status/1046685436201127936,1,0,0,Michael,
UnlearningEcon,1046684894305357824,2018-10-01 08:54:59,/UnlearningEcon/status/1046684894305357824,1,0,0,Michael,
MikeBlackmon16,1046627955714207749,2018-10-01 05:08:44,/MikeBlackmon16/status/1046627955714207749,1,1,0,Michael,
MichaJordan12,1046599340758720513,2018-10-01 03:15:02,/MichaJordan12/status/1046599340758720513,1,0,0,Michael,
climate_politix,1046596245752557576,2018-10-01 03:02:44,/climate_politix/status/1046596245752557576,1,0,0,Michael,
dalildevil,1046585901307047938,2018-10-01 02:21:38,/dalildevil/status/1046585901307047938,5,0,0,Michael,
Michael_Nania,1046581207406923777,2018-10-01 02:02:59,/Michael_Nania/status/1046581207406923777,7,1,0,Michael,
KustomHustle,1047996809795264512,2018-10-04 23:48:04,/KustomHustle/status/1047996809795264512,0,0,1,Michael,
EraPrep,1047975230742958085,2018-10-04 22:22:20,/EraPrep/status/1047975230742958085,9,0,3,Michael,
USGSMinerals,1047943085358030848,2018-10-04 20:14:36,/USGSMinerals/status/1047943085358030848,1,0,0,Michael,
Rickagain,1047920346035343360,2018-10-04 18:44:14,/Rickagain/status/1047920346035343360,2,1,1,Michael,
Innovate_Inc,1047901040304111617,2018-10-04 17:27:31,/Innovate_Inc/status/1047901040304111617,4,0,1,Michael,
AdamskiPeter,1047874958062313472,2018-10-04 15:43:53,/AdamskiPeter/status/1047874958062313472,0,1,0,Michael,
JackieUSPatriot,1047868922068783104,2018-10-04 15:19:54,/JackieUSPatriot/status/1047868922068783104,2,0,1,Michael,
LibertyHS_NY,1047867196343537665,2018-10-04 15:13:02,/LibertyHS_NY/status/1047867196343537665,7,0,0,Michael,
andrewwulfeck,1047849982341074945,2018-10-04 14:04:38,/andrewwulfeck/status/1047849982341074945,2,1,2,Michael,
USACEHQ,1047848819503849472,2018-10-04 14:00:01,/USACEHQ/status/1047848819503849472,4,0,3,Michael,
WesWilliamsII,1047847070135189505,2018-10-04 13:53:04,/WesWilliamsII/status/1047847070135189505,4,0,4,Michael,
StormTrackBrian,1047824185937068032,2018-10-04 12:22:08,/StormTrackBrian/status/1047824185937068032,0,0,3,Michael,
mahopac_alerts,1047785044436299777,2018-10-04 09:46:36,/mahopac_alerts/status/1047785044436299777,0,0,1,Michael,
ChrisWALBwx,1047781053421813760,2018-10-04 09:30:44,/ChrisWALBwx/status/1047781053421813760,3,0,1,Michael,
mikedirsa,1047663299016290309,2018-10-04 01:42:49,/mikedirsa/status/1047663299016290309,5,1,0,Michael,
