score,author,content,description,publishedAt,source,title,url,urlToImage
0,A.A. Newton,"Canada just became the second country in the world to legalize recreational cannabis on a federal level. Implementing a national cannabis system in a huge country with distinct provincial governments is, at best, an intricate, fraught, high-stakes projectand … [+7217 chars]","Canada just became the second country in the world to legalize recreational cannabis on a federal level. Implementing a national cannabis system in a huge country with distinct provincial governments is, at best, an intricate, fraught, high-stakes project—and…",2018-10-17T14:30:00Z,"{'id': None, 'name': 'Lifehacker.com'}",How to Buy Weed in Canada Now That It's Legal,https://lifehacker.com/how-to-buy-weed-in-canada-now-that-its-legal-1829786102,"https://i.kinja-img.com/gawker-media/image/upload/s--z_Q4aNtj--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/yjlvav35zz2jfzbyko7f.jpg"
1,IAN AUSTEN,"Do I believe there are going to be different players coming into the industry? Mr. Ripshtein said. I absolutely do. Only dried cannabis, oils and seeds will go on sale this month. But the industry is dreaming up a future that will include products like cannab… [+1236 chars]","The decision by Canada to become the first major economy to fully legalize marijuana this month has created a new, multibillion dollar industry.",2018-10-16T18:43:13Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Dreams of Big Profits as Cannabis Becomes Legal in Canada,https://www.nytimes.com/2018/10/16/world/canada/cannabis-legalization-industry.html,https://static01.nyt.com/images/2018/10/06/world/00marijuana-industry/00marijuana-industry-facebookJumbo.jpg
2,ALISHA HARIDASANI GUPTA,"You could track Canadas road to legalizing marijuana from many starting points. A major one came in 2013, when Justin Trudeau saw someone holding a sign advocating decriminalizing marijuana in British Columbia. Im actually not in favor of decriminalizing cann… [+1348 chars]",Here’s what you need to know to start your day.,2018-10-18T19:37:21Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","Asia and Australia Edition: The Taliban, Khashoggi, India: Your Friday Briefing",https://www.nytimes.com/2018/10/18/briefing/the-taliban-khashoggi-india.html,https://static01.nyt.com/images/2018/10/18/briefing/19ambriefing-asia-promo/19ambriefing-asia-slide-CFDG-facebookJumbo.jpg
3,PENN BULLOCK,"At the time, his prospects of becoming prime minister seemed remote. But two years later, he defied expectations and came to power. On Wednesday, Mr. Trudeaus promise became reality as legal sales of recreational marijuana began in Canada. Over the past five … [+1184 chars]",Here’s what you need to know to start your day.,2018-10-19T04:25:19Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","Europe Edition: Saudi Arabia, Afghanistan, Banksy: Your Friday Briefing",https://www.nytimes.com/2018/10/19/briefing/saudi-arabia-afghanistan-banksy.html,https://static01.nyt.com/images/2018/10/19/briefing/10192018ambriefing-euro-promo/10192018ambriefing-euro-slide-Y2DH-facebookJumbo.jpg
4,Johnny Lieu,"Marijuana became legal in Canada on Wednesday, and authorities are still trying to get used to it. Toronto's police have been pretty blunt about the matter, telling people to stop tattling on their neighbours for smoking weed or possessing pot plants. SEE ALS… [+2626 chars]","Marijuana became legal in Canada on Wednesday, and authorities are still trying to get used to it. Toronto's police have been pretty blunt about the matter, telling people to stop tattling on their neighbours for smoking weed or possessing pot plants. SEE ALS…",2018-10-18T01:52:27Z,"{'id': 'mashable', 'name': 'Mashable'}","Stop tattling on people smoking weed, Toronto police warn in cheeky tweets",https://mashable.com/article/toronto-police-marijuana-legal/,https://i.amz.mshcdn.com/O9Jz_PCmRhwMfg3HAQset9wm58Y=/1200x630/2018%2F10%2F18%2F7f%2F9e723f9a895a45cf8def4c576a9b0be5.68337.jpg
5,Marcus Gilmer,"At the stroke of midnight on Wednesday, October 17, 2018, the great people of Canada turned over a new leaf, becoming just the second country to legalize marijuana (Uruguay being the first). In legalizing weed, Prime Minister Justin Trudeau made good on a cam… [+2005 chars]","At the stroke of midnight on Wednesday, October 17, 2018, the great people of Canada turned over a new leaf, becoming just the second country to legalize marijuana (Uruguay being the first). In legalizing weed, Prime Minister Justin Trudeau made good on a cam…",2018-10-17T14:17:42Z,"{'id': 'mashable', 'name': 'Mashable'}",Pass the poutine: Weed is now legal in Canada,https://mashable.com/article/canada-legal-marijuana-twitter-jokes/,https://i.amz.mshcdn.com/drB1Iy4DATB48s_4cY0QszmEQPY=/1200x630/2018%2F10%2F17%2F2e%2F709d2e0a688d46aca0b489c66253d6fc.c0f77.jpg
6,Johnny Lieu,"Canada's recent marijuana legalization is set to bring a wave of economic benefits. While the country's government is set to benefit from taxes, and the cannabis industry is sure to grow, the policy has already done wonders for a Girl Guide in Edmonton. SEE A… [+1085 chars]","Canada's recent marijuana legalization is set to bring a wave of economic benefits. While the country's government is set to benefit from taxes, and the cannabis industry is sure to grow, the policy has already done wonders for a Girl Guide in Edmonton. SEE A…",2018-10-19T05:49:38Z,"{'id': 'mashable', 'name': 'Mashable'}",Enterprising Girl Guide sells cookies to Canadians waiting in line at cannabis store,https://mashable.com/article/canada-girl-guide-weed/,https://i.amz.mshcdn.com/CF6JIImMl7zquOq7bvkvx2SHMOY=/1200x630/2018%2F10%2F19%2F30%2F449a6b0dc93f4ae68ffecee6d7053ebb.2b453.jpg
7,CHRIS STANFORD,"At the time, his prospects of becoming prime minister seemed slim. But two years later, he defied expectations and came to power, and on Wednesday, legal sales of recreational marijuana began in Canada. Over the past five years, Mr. Trudeau carefully avoided … [+1137 chars]",A group of migrants waiting to receive food in Guatemala City. President Trump has threatened military action at the border to stop the group.,2018-10-19T09:44:15Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}","Afghanistan, Boston Red Sox, ‘Halloween’: Your Friday Briefing",https://www.nytimes.com/2018/10/19/briefing/afghanistan-boston-red-sox-halloween.html,https://static01.nyt.com/images/2018/10/19/world/19us-ambriefing-caravan/19us-ambriefing-caravan-facebookJumbo.jpg
8,ILIANA MAGRA,"The measures apply to England, Wales, and Scotland, while Northern Ireland intends to undertake similar legislative amendments. The Home Office also clarified that the legalization of cannabis-derived medicinal products did not clear the way toward legalizing… [+654 chars]","The home secretary said special clinicians would be able to provide such treatment, after two highly publicized cases of young epileptic patients put pressure on the government to review its policy.",2018-10-12T03:56:12Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",U.K. to Allow Prescriptions for Medicinal Cannabis,https://www.nytimes.com/2018/10/11/world/europe/uk-medical-cannabis.html,https://static01.nyt.com/images/2018/10/12/world/12cannabis-print/12cannabis-facebookJumbo.jpg
9,https://www.facebook.com/bbcnews,"Image copyright AFP As Canada became the second country to legalise marijuana on Wednesday, some areas faced their first major challenge as supply failed to meet demand. Customers queued for hours. Some retailers sold out on the first day, and shortages conti… [+1680 chars]","Elation is mixed with disappointment, as retailers quickly sell out and turn away customers.",2018-10-19T03:49:16Z,"{'id': 'bbc-news', 'name': 'BBC News'}","Cannabis in Canada: Shortages, fines and Girl Guide cookies",https://www.bbc.co.uk/news/world-us-canada-45910179,https://ichef.bbci.co.uk/news/1024/branded_news/36DA/production/_103924041_a2b0bdd9-7425-47da-b5b2-431dcba6ea63.jpg
10,,"A man smokes a joint during a ""Wake 'N Bake"" event in Toronto on Wednesday, October 17. It was the first day that marijuana could be sold legally in Canada. Many Canadians celebrated Wednesday as marijuana was sold legally in their country for the first time.… [+540 chars]",Many Canadians celebrated Wednesday as marijuana was sold legally in their country for the first time.,2018-10-17T16:25:58Z,"{'id': 'cnn', 'name': 'CNN'}",Canada legalizes recreational marijuana,https://www.cnn.com/2018/10/17/americas/gallery/canada-legal-marijuana/index.html,https://cdn.cnn.com/cnnnext/dam/assets/181017101103-03-canada-weed-1017-super-tease.jpg
11,https://www.facebook.com/bbcnews,"Image copyright Getty Images Image caption The queue outside a cannabis store in Canada Across the country, Canadians queued for the chance to buy recreational cannabis legally for the first time. The end of prohibition on Wednesday was marked by parties, par… [+7421 chars]",Cannabis-users celebrated across Canada on the first day of marijuana legalisation in the country.,2018-10-17T23:45:30Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Cannabis in Canada: How it went down on Legalisation Day,https://www.bbc.co.uk/news/world-us-canada-45879377,https://ichef.bbci.co.uk/news/1024/branded_news/A1A4/production/_103908314_greencarpet.jpg
12,https://www.facebook.com/bbcnews,"Image copyright Getty Images Image caption A Canadian flag with a marijuana leaf flies alongside Parliament Hill in Canada Canada is about to become the second nation to fully legalise recreational cannabis. When prohibition comes to an end on 17 October, Can… [+6961 chars]","Uruguay did it first, now Canada. Who will benefit from the new law change?",2018-10-14T23:42:05Z,"{'id': 'bbc-news', 'name': 'BBC News'}",Cannabis in Canada: Who wins and who loses under new law,https://www.bbc.co.uk/news/world-us-canada-45674260,https://ichef.bbci.co.uk/news/1024/branded_news/7EFE/production/_103801523_gettyimages-50929586.jpg
13,Nichola Saminather,"TORONTO/ST JOHN’S, Newfoundland (Reuters) - Canada became the first industrialized nation to legalize recreational cannabis on Wednesday, but a lawful buzz will be hard to come by in its biggest cities like Toronto and Vancouver, where stores are not yet open… [+5640 chars]","Canada became the first industrialized nation to legalize recreational cannabis on Wednesday, but a lawful buzz will be hard to come by in its biggest cities like Toronto and Vancouver, where stores are not yet open.",2018-10-17T16:17:15Z,"{'id': 'reuters', 'name': 'Reuters'}",Sober start as recreational marijuana becomes legal in Canada,https://www.reuters.com/article/us-canada-marijuana/sober-start-as-recreational-marijuana-becomes-legal-in-canada-idUSKCN1MR1JA,https://s2.reutersmedia.net/resources/r/?m=02&d=20181017&t=2&i=1315726215&w=1200&r=LYNXNPEE9G1GI
14,Leyland Cecco,"Canada will this week become the second country in the world to legalise recreational marijuana, but as they negotiate a patchwork of new legislation and inconsistent enforcement, smokers may soon find that their enjoyment of weed is still blunted. New rules … [+5076 chars]","Recreational marijuana will be legal throughout the country, but rules will vary from province to province Canada will this week become the second country in the world to legalise recreational marijuana, but as they negotiate a patchwork of new legislation an…",2018-10-16T08:30:15Z,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",Dazed and confused: Canada cannabis legalization brings complex new laws,https://www.theguardian.com/world/2018/oct/16/canada-legalizes-recreational-marijuana-law-problems,https://i.guim.co.uk/img/media/536bfbe99cd342a781afe09f8b6ee73577e6411f/0_196_5447_3269/master/5447.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&crop=faces%2Centropy&bm=normal&ba=bottom%2Cleft&blend64=aHR0cHM6Ly9hc3NldHMuZ3VpbS5jby51ay9pbWFnZXMvb3ZlcmxheXMvZDM1ODZhNWVmNTc4MTc1NmQyMWEzYjYzNWU1MTcxNDEvdGctZGVmYXVsdC5wbmc&s=59a31e025337e488c9c0ffec3a2558b1
15,Jeremy Berke,"Marijuana sales officially began in Canada on Wednesday, making it the first G7 country — and the second country in the world after Uruguay — to legalize the drug for all adults. Prime Minister Justin Trudeau campaigned on a promise to legalize marijuana, and… [+4985 chars]",Canada became the first G7 country to legalize marijuana sales nationwide on Wednesday. Marijuana will be available to purchase either online or in retail stores depending on the province. The global financial community is eagerly watching. Marijuana sales of…,2018-10-17T10:01:00Z,"{'id': 'business-insider', 'name': 'Business Insider'}",Canada has officially legalized marijuana for all adults,https://www.businessinsider.com/canada-legal-marijuana-sales-start-on-october-17-2018-10,https://amp.businessinsider.com/images/5bc61cb2c1aa1315e92b0105-1920-960.jpg
16,Sinéad Baker,"The US has decided not to ban people working in Canada's legal marijuana industry from entering the country for pleasure, despite its earlier stance that working in the industry could affect people trying to enter and reports that marijuana workers could face… [+1160 chars]","Canada became the second country in the world to legalize marijuana nationwide in June, and sales are expected to begin this month. Workers in the industry were reportedly facing a lifetime ban, and US Customs and Border Protection said that working in the in…",2018-10-12T13:31:28Z,"{'id': 'business-insider', 'name': 'Business Insider'}",The US will not ban Canadians working in the marijuana industry from entering the country,https://www.businessinsider.com/us-no-ban-canadians-marijuana-workers-entering-country-2018-10,https://amp.businessinsider.com/images/5b17de671ae6624f008b498a-1920-960.jpg
17,Sinéad Baker,"Canada became the first G7 country to legalize marijuana sales nationwide on Wednesday. The country is the second in the world, after Uruguay, to legalize the drug for all adults. Some Canadians queued overnight to get their products early, while others celeb… [+160 chars]","Canada became the first G7 country to legalize marijuana sales nationwide on Wednesday. The country is the second in the world, after Uruguay, to legalize the drug for all adults. Some Canadians queued overnight to get their products early, while others celeb…",2018-10-18T14:59:08Z,"{'id': 'business-insider', 'name': 'Business Insider'}",14 photos of people lighting up after Canada legalized weed,https://www.businessinsider.com/photos-weed-marijuana-legalised-canada-2018-10,https://static.businessinsider.com/image/5bc8a061756c101600593ec2-750.jpg
18,Angela Johnson,"Singer/songwriter, Melissa Etheridge has been using marijuana medicinally since her 2004 breast cancer diagnosis. Etheridge said that smoking has helped her deal with the effects of chemotherapy and radiation. But in 2017, Etheridge was pulled over by Customs… [+499 chars]","No matter which side of the debate you're on, there's no denying that marijuana use has become much less of a taboo topic than it once was. Research has proven that marijuana has medical benefits, including easing chronic pain, anxiety, and stress. And as sta…",2018-10-03T17:44:54Z,"{'id': None, 'name': 'Thisisinsider.com'}",14 celebrities who have talked about smoking weed,https://www.thisisinsider.com/celebrities-who-smoke-weed-2018-10,https://amp.businessinsider.com/images/5bb23501bde70f3c0b60e458-960-480.jpg
19,Varada Bhat,,"Weed stocks surged on Monday in the wake of Canada planning to legalize marijuana on Wednesday. Canopy Growth hit a record high, soaring more than 14%. Watch Canopy Growth, Tilray, Aurora Cannabis and Cronos trade in real time. Weed stocks surged Monday as Ca…",2018-10-15T20:47:00Z,"{'id': 'business-insider', 'name': 'Business Insider'}","Canopy Growth spikes to a record high as Canada gets ready to legalize weed (CRON, ACBFF, CGC, TLRY)",https://www.businessinsider.com/weed-stocks-canopy-growth-record-high-canada-ready-to-legalize-2018-10,https://amp.businessinsider.com/images/5b7328af0ce5f511178b4caf-1334-667.jpg
20,Kelly McLaughlin,"A nine-year-old Canadian girl sold out of Girl Guide cookies in under an hour after setting up her shop outside of a marijuana store on the country's first day of legal sales. Elina Childs, who is part of the Girl Guides of Canada Brownies program, told CTV N… [+1261 chars]","Elina Childs, who is part of the Girl Guides Canada Brownies program, sold cookies to customers outside a marijuana shop in Edmonton on Wednesday. In just 45 minutes, Elina sold all 30 boxes of cookies at $5 each, making $120 for the Girl Guides. She sold the…",2018-10-19T17:22:17Z,"{'id': None, 'name': 'Thisisinsider.com'}",Canadian Girl Guide sells out of cookies in under an hour after setting up shop outside a marijuana store,https://www.thisisinsider.com/canadian-girl-guide-sells-out-of-cookies-outside-a-marijuana-store-2018-10,https://amp.businessinsider.com/images/5bca12e7dde8676964174899-480-240.jpg
21,Jeremy Berke,"Walmart may be the next big retailer to get into the marijuana business. The big-box retailer's Canadian division told Bloomberg it has carried out some ""preliminary fact-finding"" on potentially carrying CBD (or cannabidiol) infused products, but has no plans… [+1360 chars]","Walmart's Canadian division is exploring the sale of marijuana products in its stores, according to reports. The company said it had carried out some ""preliminary fact-finding"" on carrying CBD-infused products in its stores, but it had no immediate plans. Can…",2018-10-09T15:57:00Z,"{'id': 'business-insider', 'name': 'Business Insider'}",Walmart is looking into selling cannabis products in its Canadian stores,https://www.businessinsider.com/walmart-canadian-stores-exploring-marijuana-products-2018-10,https://amp.businessinsider.com/images/5bbccd3219090721fd087435-1136-568.jpg
22,Gina Heeb,"The three major US indices slipped Wednesday as an earnings-fueled rally lost steam and ahead of Federal Reserve meeting minutes, with Wall Street still on edge following a sell-off that had battered global stocks last week. The Dow Jones industrial average d… [+1624 chars]","Stocks fell Wednesday morning, pausing from a global rebound. A sell-off had shaved thousands of points from the major US indices last week Watch US stocks trade in real time here. The three major US indices slipped Wednesday as an earnings-fueled rally lost …",2018-10-17T14:09:00Z,"{'id': 'business-insider', 'name': 'Business Insider'}",The Dow sinks more than 200 points,https://www.businessinsider.com/stock-market-news-dow-sinks-at-open-2018-10,https://amp.businessinsider.com/images/5bc73f129311df26ea4fbd03-750-375.jpg
23,Sinéad Baker,"Meghan Markle wore a butterfly-shaped pair of earrings that belonged to Princess Diana on her first royal tour with Prince Harry. The late Princess Diana, Prince Harry's mother, wore the earrings on her visit to Canada in 1986. Markle wore the earrings in Aus… [+885 chars]",Meghan Markle wore a pair of earrings owned by the late Princess Diana on her royal tour in Australia. Diana wore the butterfly-shaped earrings on a trip to Canada in 1986. Meghan and Prince Harry's first official royal tour follows in the footsteps of Prince…,2018-10-16T10:56:58Z,"{'id': None, 'name': 'Thisisinsider.com'}",Meghan Markle wore a butterfly-shaped pair of Princess Diana's earrings on her first royal tour with Prince Harry,https://www.thisisinsider.com/meghan-markle-princess-diana-earrings-australia-tour-prince-harry-2018-10,https://amp.businessinsider.com/images/5bc5c42bdde86729307332c3-1536-768.jpg
24,Akin Oyedele,"Where weed stocks are concerned, what goes up quickly must come down — and fast, according to TD Ameritrade CEO Tim Hockey. The $1.3 trillion brokerage has warned its clients about the dangers of investing in the red-hot industry, which picked up steam ahead … [+4889 chars]","Shares of cannabis companies have been among the most volatile in the stock market this year. Tim Hockey, the CEO of TD Ameritrade, warns that you shouldn't rush to buy. In an exclusive interview with Business Insider after the company's earnings announcement…",2018-10-24T16:26:46Z,"{'id': 'business-insider', 'name': 'Business Insider'}","The CEO of a $1.3 trillion brokerage warns buyers to beware weed stocks, and explains how the market's recent turbulence is good for business",https://www.businessinsider.com/td-ameritrade-weed-stocks-volatility-investing-advice-from-tim-hockey-2018-10,https://amp.businessinsider.com/images/5bd08e6dead52d0fd50430e9-640-320.jpg
25,Jonathan Small,"October 17, 2018 4 min read October 17 is a day that will live in weed infamy. Canada becomes only the second country in the world to legalize the plant. In many ways what's happening up North is a dress rehearsal for what could happen in the U.S. when the fe… [+3435 chars]",Weed goes legal in Canada today. Read this before you spark a northern light.,2018-10-17T12:00:00Z,"{'id': None, 'name': 'Greenentrepreneur.com'}",7 Interesting Things to Know About Canada's Legalization of Marijuana,https://www.greenentrepreneur.com/article/321707,https://assets.entrepreneur.com/content/3x2/2000/20181015132434-GettyImages-881904200.jpeg
26,Conrad Martin,"October 19, 2018 2 min read Welcome to Green Entrepreneur's video recap of the cannabis news you might have missed this week, hosted by our cannabis correspondent Conrad Martin. Canada Federally Legalizes Recreational Marijuana Wednesday was a historic day as… [+1142 chars]",Canada legalizes Cannabis -- then it almost sells out of it.,2018-10-19T17:22:00Z,"{'id': None, 'name': 'Greenentrepreneur.com'}",This Week in Weed: Canada Legalizes Cannabis!,https://www.greenentrepreneur.com/video/322020,https://assets.entrepreneur.com/content/3x2/2000/20181019161535-weed-week-2000x1334-101918.jpeg
27,Conrad Martin,"September 28, 2018 2 min read Welcome to Green Entrepreneur's video recap of the cannabis news you might have missed this week, hosted by our dope correspondent Conrad Martin. Canada Plans to Allow Public Smoking (where tobacco is allowed) On Wednesday, Ontar… [+1066 chars]","Ontario loosens up consumption laws, a lobster pound is in hot water, and pro-pot political candidates.",2018-09-28T16:19:00Z,"{'id': None, 'name': 'Greenentrepreneur.com'}",This Week in Weed: Canada 'Okays' Public Smoking!,https://www.greenentrepreneur.com/video/320846,https://assets.entrepreneur.com/content/3x2/2000/20180928160406-weed-week-2000x1334-92818.jpeg
28,Jonathan Small,"October 10, 2018 2 min read ""Attention Walmart shoppers: CBD is now on sale in aisle four."" It may sound crazy but the possibility of that phrase actually being uttered on a Walmart PA system is a little closer to reality -- at least in Canada. In an i ntervi… [+1670 chars]",A company spokesperson reveals that the retail giant is on a CBD fact-finding mission.,2018-10-10T20:48:00Z,"{'id': None, 'name': 'Greenentrepreneur.com'}",Walmart Just Said It's Exploring Selling Cannabis Products,https://www.greenentrepreneur.com/article/321518,https://assets.entrepreneur.com/content/3x2/2000/20141226162104-walmart-piloting-exchange-program-unwanted-holiday-gift-cards.jpeg
29,Drake Sutton-Shearer,"Opinions expressed by Green Entrepreneur contributors are their own. Cannabis legalization is poised to have a huge, positive impact on Canadian society -- now that the simple and commonplace act of lighting a joint or consuming a soft gel capsule is no longe… [+6182 chars]","The country's legalization of cannabis was a big step forward, but they still have a long way to go.",2018-10-22T12:01:00Z,"{'id': None, 'name': 'Greenentrepreneur.com'}",5 Surprising Truths About Canadian Legalization,https://www.greenentrepreneur.com/article/322070,https://assets.entrepreneur.com/content/3x2/2000/20181021211951-autumn-background-board-220116.jpeg
30,Bethany Gomez,"October 5, 2018 4 min read Opinions expressed by Green Entrepreneur contributors are their own. There have been rumors and warnings of large CPG (consumer packaged goods) companies jumping into the industry and crushing all the little guys since I started wor… [+3997 chars]",Not all of hype about mammoth companies staking corners in the cannabis market is accurate but the trend is clear.,2018-10-05T12:00:00Z,"{'id': None, 'name': 'Greenentrepreneur.com'}",Which Big Consumer Product Companies Really Are Entering the Cannabis Industry?,https://www.greenentrepreneur.com/article/321164,https://assets.entrepreneur.com/content/3x2/2000/20181004203109-lagunitas-hifihops-promo.jpeg
31,David Elias,"October 17, 2018 4 min read Opinions expressed by Green Entrepreneur contributors are their own. Major global trends tend to originate from a handful of influential regions and cities worldwide. In the case of cannabis, Los Angeles has always been ground zero… [+4498 chars]",Influencers can loosen the shackles that still restrict cannabis marketing.,2018-10-17T18:30:00Z,"{'id': None, 'name': 'Greenentrepreneur.com'}",Using the Power of Influence to Build Your Global Cannabis Brand,https://www.greenentrepreneur.com/article/321784,https://assets.entrepreneur.com/content/3x2/2000/20181016202741-GettyImages-536989145.jpeg
32,Eric Schlissel,"October 5, 2018 7 min read Opinions expressed by Green Entrepreneur contributors are their own. Cannabis business owners have to hit the ground running as soon as they get their licenses, but neglecting to develop a robust, scalable IT infrastructure will kee… [+7466 chars]","Even if you're small, you're data infrastructure has to be robust.",2018-10-05T18:00:00Z,"{'id': None, 'name': 'Greenentrepreneur.com'}",Overlooking This One Thing Can Stop Your Cannabis Business in Its Tracks,https://www.greenentrepreneur.com/article/321197,https://assets.entrepreneur.com/content/3x2/2000/20181004210949-GettyImages-1039566880-crop.jpeg
33,,"U.S. President Donald Trump claims he rejected a meeting with Prime Minister Justin Trudeau to discuss NAFTA. Plus, a Nova Scotia widower is set to ring in his 93rd birthday with a barrage of cards from around the world. 1. Trade tensions: U.S. President Trum… [+813 chars]","CTV News 5 things to know for Thursday, September 27, 2018 CTV News U.S. President Donald Trump claims he rejected a meeting with Prime Minister Justin Trudeau to discuss NAFTA. Plus, a Nova Scotia widower is set to ring in his 93rd birthday with a barrage of…",2018-09-27T10:36:00Z,"{'id': None, 'name': 'Ctvnews.ca'}","5 things to know for Thursday, September 27, 2018 - CTV News",https://www.ctvnews.ca/5things/5-things-to-know-for-thursday-september-27-2018-1.4111374,https://www.ctvnews.ca/polopoly_fs/1.2032983.1457436677!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg
34,Benjamin Haas in Seoul,"For South Koreans in Canada, the police in their home country have no problem harshing their mellow. Canada became the second country in the world to legalise recreational marijuana last week, but for South Koreans hoping to try the drug, their hopes have jus… [+2321 chars]","Seoul reminds 23,000 South Korean students in Canada that domestic law applies to them no matter where they are For South Koreans in Canada, the police in their home country have no problem harshing their mellow. Canada became the second country in the world …",2018-10-23T05:02:28Z,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",Bong arm of the law: South Korea says it will arrest citizens who smoke weed in Canada,https://www.theguardian.com/world/2018/oct/23/bong-arm-of-the-law-south-korea-says-it-will-arrest-citizens-who-smoke-weed-in-canada,https://i.guim.co.uk/img/media/49821ca6ed1b1a639530f09798bd35bbaeb9be29/0_346_5184_3110/master/5184.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=998e63899b394441f416388a4989380b
35,Alex Halperin,"T wo hours north of San Francisco, in Mendocino county, orderly roadside vineyards give way to the rugged forests and misty coast of the Emerald Triangle, Americas most celebrated marijuana growing region. In June, more than 300 cannabis industry insiders gat… [+12194 chars]","Marginalized groups that championed legalization struggle to compete with corporate refugees jumping on the bandwagon Two hours north of San Francisco, in Mendocino county, orderly roadside vineyards give way to the rugged forests and misty coast of the Emera…",2018-10-03T10:00:09Z,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",Cannabis capitalism: who is making money in the marijuana industry?,https://www.theguardian.com/society/2018/oct/03/cannabis-industry-legalization-who-is-making-money,https://i.guim.co.uk/img/media/8643d7fcb41106dbc872d8e65fb4f0ebe9ae3630/0_0_3000_1800/master/3000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&crop=faces%2Centropy&bm=normal&ba=bottom%2Cleft&blend64=aHR0cHM6Ly9hc3NldHMuZ3VpbS5jby51ay9pbWFnZXMvb3ZlcmxheXMvZDM1ODZhNWVmNTc4MTc1NmQyMWEzYjYzNWU1MTcxNDEvdGctZGVmYXVsdC5wbmc&s=1adc02568f222d3ce5ac067e1405691b
36,Mark Frauenfelder,"Los Angeles International Airport announced its policy regarding pot - you can carry it and fly with it. If the TSA finds your stash, they might turn you over to the local fuzz, but since marijuana is legal in California, they won't bust you. LAX Marijuana Po… [+2674 chars]","Los Angeles International Airport announced its policy regarding pot - you can carry it and fly with it. If the TSA finds your stash, they might turn you over to the local fuzz, but since marijuana is legal in California, they won't bust you. LAX Marijuana Po…",2018-09-28T18:19:31Z,"{'id': None, 'name': 'Boingboing.net'}",LAX is cool with weed,https://boingboing.net/2018/09/28/lax-is-cool-with-weed.html,https://media.boingboing.net/wp-content/uploads/2018/09/jet.jpg
37,Seamus Bellamy,"I'm writing this on a flight to Chicago. By the time I return to Canada on Thursday, the sale and use of cannabis, in many circumstances, will be cool, from coast to coast to coast. This does not excite me: I'm not a cannabis enthusiast. Your mileage, however… [+3728 chars]","I'm writing this on a flight to Chicago. By the time I return to Canada on Thursday, the sale and use of cannabis, in many circumstances, will be cool, from coast to coast to coast. This does not excite me: I'm not a cannabis enthusiast. Your mileage, however…",2018-10-16T21:45:32Z,"{'id': None, 'name': 'Boingboing.net'}",The New York Times has the dope on cannabis use in Canada,https://boingboing.net/2018/10/16/the-new-york-times-has-the-dop.html,https://media.boingboing.net/wp-content/uploads/2018/10/weed-2517251_1280.jpg
38,Mark Frauenfelder,,"If you're a citizen of South Korea, you're expected to obey the laws of that country even when you aren't in the country. That means any South Korean citizen who smokes perfectly legal pot in Canada could return home and receive a five year prison sentence. F…",2018-10-23T16:46:17Z,"{'id': None, 'name': 'Boingboing.net'}","South Korea warns its 23,000 students in Canada: smoke weed and we will imprison you",https://boingboing.net/2018/10/23/south-korea-warns-its-23000-s.html,https://media.boingboing.net/wp-content/uploads/2018/10/shutterstock_101771479.jpg
39,Cory Doctorow,"Ontario's ""A Plan for Fair Workplaces and Better Jobs"" (AKA Bill 148) legislates leave for domestic abuse survivors, provides for 10 days of paid emergency leave, three weeks paid vacation after five years' employment, and a ban on employers requiring their e… [+3192 chars]","Ontario's ""A Plan for Fair Workplaces and Better Jobs"" (AKA Bill 148) legislates leave for domestic abuse survivors, provides for 10 days of paid emergency leave, three weeks paid vacation after five years' employment, and a ban on employers requiring their e…",2018-10-03T17:09:30Z,"{'id': None, 'name': 'Boingboing.net'}","Ontario businesses want trumpy Doug Ford to kill leave for domestic abuse survivors, allow mandatory high heeled shoes",https://boingboing.net/2018/10/03/bill-148.html,https://media.boingboing.net/wp-content/uploads/2018/10/2000px-High_heels.svg_.png.jpg
40,Seamus Bellamy,"While cannabis may now be legal to smoke, sell and possess across Canada, the demand for bammy is harshing the buzz of many an Albertan. According to the CBC, certified cannabis suppliers are having a hell of a time trying to keep up with demand. The problem … [+3223 chars]","While cannabis may now be legal to smoke, sell and possess across Canada, the demand for bammy is harshing the buzz of many an Albertan. According to the CBC, certified cannabis suppliers are having a hell of a time trying to keep up with demand. The problem …",2018-10-21T22:45:15Z,"{'id': None, 'name': 'Boingboing.net'}",Canadian government growers can't keep up with Alberta's demand for weed,https://boingboing.net/2018/10/21/canadian-government-growers-ca.html,https://media.boingboing.net/wp-content/uploads/2018/10/stock.jpg
