score,author,content,description,publishedAt,source,title,url,urlToImage
248,,"Manila (AFP) - With Canada on the verge of becoming the world's second nation to legalise recreational marijuana, the head of the World Health Organization said Wednesday that countries should think twice before opening that door. WHO chief Tedros Adhanom Ghe… [+2319 chars]","With Canada on the verge of becoming the world's second nation to legalise recreational marijuana, the head of the World Health Organization said Wednesday that countries should think twice before opening that door. WHO chief Tedros Adhanom Ghebreyesus, who w…",2018-10-10T10:55:28Z,"{'id': None, 'name': 'Yahoo.com'}",'Just say no' to drug legalisation: WHO chief,https://www.yahoo.com/news/just-no-drug-legalisation-chief-105528579.html,https://s.yimg.com/uu/api/res/1.2/9WBgqTc7uea7WDGklvD5Mw--~B/aD02ODg7dz0xMDI0O3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en_us/News/afp.com/Part-GTY-522717532-1-1-1.jpg
249,,"South Korean residents who smoke cannabis in Canada will be punished on their return home, the country's authorities have warned. The North American nation became the second country in the world after Uruguay to legalise recreational marijuana last week, a mo… [+1646 chars]","South Korean residents who smoke cannabis in Canada will be “punished” on their return home, the country's authorities have warned. The North American nation became the second country in the world after Uruguay to legalise recreational marijuana last week, a …",2018-10-23T17:44:34Z,"{'id': None, 'name': 'Yahoo.com'}",South Korea vows to arrest citizens who smoke cannabis in Canada,https://www.yahoo.com/news/south-korea-vows-arrest-citizens-174434259.html,https://s.yimg.com/uu/api/res/1.2/gBclj65bwNfonmkylZJJ1w--~B/aD01MTI7dz03Njg7c209MTthcHBpZD15dGFjaHlvbg--/http://media.zenfs.com/en-GB/homerun/the_independent_635/4dd0ddca66d04ec04664470ba4b7d4f8
250,,Police in Canada have told people to stop reporting their neighbours for growing cannabis after the country lifted a ban on the drug. Authorities in Toronto also urged the public not to report adults for smoking a joint as Canada becomes only the second natio… [+2182 chars],Police in Canada have told people to stop reporting their neighbours for growing cannabis after the country lifted a ban on the drug. Authorities in Toronto also urged the public not to report adults “for smoking a joint” as Canada becomes only the second nat…,2018-10-16T22:52:00Z,"{'id': None, 'name': 'Yahoo.com'}",Toronto police tell people to stop calling them to snitch on neighbours growing cannabis,https://www.yahoo.com/news/toronto-police-tell-people-stop-225234618.html,https://s.yimg.com/uu/api/res/1.2/FuND3ybbENyTt1HIYLhZ9A--~B/aD01NzY7dz03Njg7c209MTthcHBpZD15dGFjaHlvbg--/http://media.zenfs.com/en-GB/homerun/the_independent_635/0d6a03b9361ef1d51fe124496a4d89d2
251,,"Many cannabis stocks will see more upside in the fourth quarter while others remain undervalued by investors who are wary of the burgeoning industry. The trading season for so-called pot stocks is cyclical and typically kicks off in the fall, but got a jump-s… [+7253 chars]","Many cannabis stocks will see more upside in the fourth quarter while others remain undervalued by investors who are wary of the burgeoning industry. The trading season for so-called pot stocks is cyclical and typically kicks off in the fall, but got a jump-s…",2018-10-19T16:23:05Z,"{'id': None, 'name': 'Yahoo.com'}",9 Ways to Buy U.S. Marijuana Stocks,https://www.yahoo.com/news/9-ways-buy-u-marijuana-stocks-162305408.html,https://s.yimg.com/os/mit/media/m/social/images/social_default_logo-1481777.png
252,,"Your daily look at late-breaking news, upcoming events and the stories that will be talked about today: 1. PROBE INTO KHASHOGGI CASE FAR FROM OVER Secretary of State Mike Pompeo is in Turkey, where a newspaper detailed the alleged slaying of Saudi writer Jama… [+1695 chars]","Your daily look at late-breaking news, upcoming events and the stories that will be talked about today:",2018-10-17T10:18:24Z,"{'id': None, 'name': 'Yahoo.com'}",10 Things to Know for Today,https://www.yahoo.com/news/10-things-know-today-101824553.html,https://s.yimg.com/uu/api/res/1.2/XGB7rNyPN0lxXwiMclAlHA--~B/aD0zNjQ4O3c9NTQ3MjtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en_us/News/ap_webfeeds/12dd736349214e309528d85d09b0a275.jpg
253,,Oct. 15 The most impressive statement to make about Sears as it seeks bankruptcy court protection is also the most damning: Sears was the Amazon of its time. Impressive because Sears really was that influential long ago. Damning because the company's decline … [+17885 chars],Excerpts from recent editorials in the United States and abroad:,2018-10-17T22:17:17Z,"{'id': None, 'name': 'Yahoo.com'}",Editorial Roundup: Excerpts from recent editorials,https://www.yahoo.com/news/editorial-roundup-excerpts-recent-editorials-221718939.html,https://s.yimg.com/os/mit/media/m/social/images/social_default_logo-1481777.png
254,Gene Johnson & Rob Gillies / AP,"(DELTA, British Columbia) — Mat Beren and his friends used to drive by the vast greenhouses of southern British Columbia and joke about how much weed they could grow there. Years later, it’s no joke. The tomato and pepper plants that once filled some of those… [+8040 chars]","On Oct. 17, Canada becomes the second and largest country with a legal national marijuana marketplace",2018-10-11T01:55:46Z,"{'id': 'time', 'name': 'Time'}",Canada to Open More Than 100 Pot Shops as It Becomes the Second Country to Legalize Marijuana,http://time.com/5421443/canada-legal-marijuana-sales/,https://timedotcom.files.wordpress.com/2018/10/ap18282822532361.jpg?quality=85
255,Rob Gillies & Gene Johnson / AP,(TORONTO) — Ian Power was among the first to buy legal recreational marijuana in Canada but he has no plans to smoke it. He plans to frame it. Canada became the largest country with a legal national marijuana marketplace as sales began early Wednesday in Newf… [+5688 chars],Canada became the largest country with a legal national marijuana marketplace as sales began early Wednesday in Newfoundland,2018-10-17T05:19:53Z,"{'id': 'time', 'name': 'Time'}",Canadians Can Now Legally Buy Recreational Marijuana,http://time.com/5426760/canada-legal-marijuana-sales-start/,https://timedotcom.files.wordpress.com/2018/10/ap18290116136720.jpg?quality=85
256,Mahita Gajanan,"Recreational marijuana is now legal across Canada, giving millions of people the right to buy, carry and grow cannabis. The country’s new federal cannabis act went into effect Wednesday, legalizing use for adults 18 or 19 and up, depending on the province. Th… [+2852 chars]",Recreational marijuana is now legal across Canada. What does that mean for American travelers headed to the great white north?,2018-10-17T20:20:37Z,"{'id': 'time', 'name': 'Time'}",Canada Has Legalized Marijuana. Here’s What That Means For American Travelers,http://time.com/5427522/canada-marijuana-travel/,https://timedotcom.files.wordpress.com/2018/10/canadian-legal-marijuana.jpg?quality=85
257,Time,TORONTO — The Canadian government will announce that it will pardon those with a pot possession record of 30 grams or less when Canada becomes the second and largest country with a legal national marijuana marketplace Wednesday. A senior government official s… [+6096 chars],The Canadian government announces it will pardon those with a pot possession record of 30 grams or less when Canada legalizes marijuana.,2018-10-17T00:58:19Z,"{'id': 'time', 'name': 'Time'}","As Canada Legalizes Marijuana, It Moves to Pardon Pot Possession",http://time.com/5426663/canada-legal-marijuana-pardon-possession/,https://timedotcom.files.wordpress.com/2018/10/ap18289749870160.jpg?quality=85
258,ABC News,"Now Playing: Prince Harry and Meghan Markle meet koalas on first day of tour Down Under Now Playing: Meghan Markle, Prince Harry announce pregnancy Now Playing: Meghan Markle, Prince Harry to welcome baby in the spring Now Playing: Turkish officials say there… [+1086 chars]",The Duke and Duchess of Sussex are on a tour of Australia. The youngster was said to be mesmerized by the royal beard because his favorite person in the world is Santa Claus.,2018-10-17T17:05:06Z,"{'id': 'abc-news', 'name': 'ABC News'}",WATCH: Five-year-old boy rubs Prince Harry's beard and gives him a hug,https://abcnews.go.com/International/video/year-boy-rubs-prince-harrys-beard-hug-58561939,https://s.abcnews.com/images/International/181017_abc_social_hug_hpMain_16x9_992.jpg
259,"USA TODAY, USA TODAY",,"A worker at marijuana producer Pure Sunfarms in Delta, British Columbia trims dried marijuana in preparation for packaging. Recreational marijuana will be legalized in Canada on Oct. 17, 2018.",2018-10-17T00:42:16Z,"{'id': 'usa-today', 'name': 'USA Today'}",Pot eh! Canada to legalize marijuana,https://www.usatoday.com/picture-gallery/news/world/2018/10/17/canada-start-legal-marijuana-sales/1665456002/,"https://www.gannett-cdn.com/presto/2018/10/17/USAT/b9c27ac3-e3be-41b8-af03-ea92a1b22b49-XXX_XXX_Trevor_Hughes_canadian_marijuana_2018_2385.JPG?crop=7951,4472,x0,y0&width=3200&height=1680&fit=bounds"
260,"AP, AP, AP",,Canada has become the largest country with a legal national pot marketplace. At least 111 legal pot shops are expected to open across the nation of 37 million people on Wednesday. (Oct. 17),2018-10-17T08:02:51Z,"{'id': 'usa-today', 'name': 'USA Today'}",Legal marijuana sales begin in Canada,https://www.usatoday.com/videos/news/nation/2018/10/17/legal-marijuana-sales-begin-canada/38181435/,https://media.gannett-cdn.com/29906170001/29906170001_5849784800001_5849786316001-vs.jpg?pubId=29906170001?width=3200&height=1800&fit=crop
261,"USA TODAY, Trevor Hughes, USA TODAY","(FILES) In this file photo taken on April 20, 2018 a man smokes marijuana during the annual 4/20 rally on Parliament Hill in Ottawa, Ontario. - Spirits company Constellation Brands announced on August 15, 2018, it will significantly boost its investment in Ca… [+6710 chars]",Cannabis will be legal but hard to find when Canada launches legal marijuana sales Wednesday.,2018-10-16T10:18:04Z,"{'id': 'usa-today', 'name': 'USA Today'}",Canada starts legal marijuana sales Wednesday as world watches closely,https://www.usatoday.com/story/news/2018/10/16/canada-starts-legal-marijuana-sales-but-shops-wont-open-time/1646140002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/10/15/USAT/1a0eeacc-bb52-4db8-80fe-b6271faaae9c-AFP_AFP_18D9Q6.JPG?crop=6122,3429,x0,y243&width=3200&height=1680&fit=bounds"
262,"USA TODAY, John Bacon, USA TODAY",US officials are reminding travelers that it remains illegal to bring marijuana into the United States at border crossings despite the legalization of the drug in Canada. (Oct. 17) AP Cafe employees offer coffee to people lining-up to purchase legal cannabis … [+3303 chars],"Days after recreational marijuana became legal in Canada, our neighbors to the north may already be running out.",2018-10-21T19:51:07Z,"{'id': 'usa-today', 'name': 'USA Today'}",No more marijuana? Canadian pot 'craze' creates shortages days after sales begin,https://www.usatoday.com/story/news/world/2018/10/21/marijuana-canadas-craze-creates-shortages-days-after-sales-begin/1721651002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/10/21/USAT/a0e45506-27c9-4c42-8aa2-9c248782a678-AP_Canada_Marijuana_Legalization.1.jpg?crop=3999,2263,x0,y23&width=3200&height=1680&fit=bounds"
263,"USA TODAY, Erik Brady, USA TODAY",Former Olympic snowboarder Ross Rebagliati won the first gold medal in men's snowboarding at the 1998 Olympics. He now runs a business that sells medical marijuana. (Photo: USA TODAY Sports Images) Candy Is dandy But liquor Is quicker. Ogden Nash wrote that q… [+4778 chars],Ross Rebagliati carries the cannabis torch for Canada after country legalized marijuana. Rebagliati knows the challenge now is educating the public.,2018-10-20T16:38:32Z,"{'id': 'usa-today', 'name': 'USA Today'}",Former Olympics gold medalist Ross Rebagliati is all in on Canada's new pot law,https://www.usatoday.com/story/sports/2018/10/20/marijuana-canada-ex-gold-medalist-ross-rebagliati-carries-torch/1709903002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/10/20/USAT/e1a8d254-c594-46c7-8e28-fe063155c3b0-XXX__-Ross-Rebagliati_234.jpg?crop=4287,2411,x0,y65&width=3200&height=1680&fit=bounds"
264,"AP, AP, AP",,Canada is preparing for the day that sales of marijuana for recreational use become legal. About 100 dispensaries across the country are expected to be open on the first day of sales on October 17th. (Oct. 10),2018-10-10T05:12:47Z,"{'id': 'usa-today', 'name': 'USA Today'}",Canada to become largest country with legal pot,https://www.usatoday.com/videos/news/nation/2018/10/10/canada-become-largest-country-legal-pot/38108661/,https://media.gannett-cdn.com/29906170001/29906170001_5846734619001_5846734925001-vs.jpg?pubId=29906170001?width=3200&height=1800&fit=crop
265,"USA TODAY, Trevor Hughes, USA TODAY","A marijuana plant grows under indoor lighting at The Green Solution cannabis dispensary in Denver. (Photo: Trevor Hughes, Trevor Hughes-USA TODAY NETWORK) VANCOUVER Few marijuana buyers will be able to purchase legal cannabis across Canada when legalization t… [+4871 chars]","Smokeable marijuana, commonly known as “flower,” will be the primary product available. Cannabis concentrates and vape juice will remain illegal.",2018-10-17T00:45:11Z,"{'id': 'usa-today', 'name': 'USA Today'}",How to buy legal marijuana in Canada by mail or in person if you're an adult,https://www.usatoday.com/story/news/2018/10/16/how-buy-legal-marijuana-canada-person-mail/1580615002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/10/09/USAT/cb239a9e-d903-44d7-86d8-f3b0153e048d-XXX_Trevor_Hughes_marijuana_growing_2018_2333.JPG?crop=5014,2820,x0,y0&width=3200&height=1680&fit=bounds"
266,"USA TODAY, Editors, USA TODAY","Matthew Macdougall smokes a joint during a ""Wake and Bake"" legalized marijuana event in Toronto on Wednesday, Oct. 17, 2018. Canada became the largest country with a legal national marijuana marketplace as sales began early Wednesday in Newfoundland. (Christo… [+4567 chars]",The news everyone's talking about today. That's all.  Canada has begun legal marijuana sales and the world is watching closely. Plus: The teaching crisis in the U.S. and lottery mania.,2018-10-17T22:06:37Z,"{'id': 'usa-today', 'name': 'USA Today'}",Canada goes to pot. We take you into the weed(s),https://www.usatoday.com/story/experience/food-and-wine/news-festivals-events/2018/10/17/canada-marijuana-teachers-mega-millions-powerball/1670089002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/10/17/USAT/571c33f2-95a5-4bda-8013-1e2aa6088fcd-14_AP_Canada_Marijuana_Legalization.JPG?crop=3880,2183,x1,y0&width=3200&height=1680&fit=bounds"
267,"USA TODAY, Trevor Hughes, USA TODAY","This border sign produced by the Canadian government warns travelers not to take cannabis across Canada's border. (Photo: Courtesy photo) VANCOUVER, Canada Marijuana legalization across Canada has prompted widespread fears that U.S. border guards will block C… [+5695 chars]",Canadians are worried because the U.S. government could permanently bar visitors if an agent decides they’ve participated in illegal drug trafficking.,2018-10-17T09:46:06Z,"{'id': 'usa-today', 'name': 'USA Today'}",Will legal marijuana get thousands of people banned from entering the U.S. from Canada?,https://www.usatoday.com/story/news/2018/10/17/legal-marijuana-get-canadians-banned-entering-u-s/1658915002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/10/16/USAT/74b58884-1961-4f44-9d44-585c1861500c-Cannabis_Infographic_1-Eng.JPG?crop=2558,1439,x0,y0&width=3200&height=1680&fit=bounds"
268,"USA TODAY, Trevor Hughes, USA TODAY",,Few weed shops opened across Canada Wednesday after legalization officially began at midnight as local governments struggled to catch up to the law.,2018-10-17T18:52:17Z,"{'id': 'usa-today', 'name': 'USA Today'}","Marijuana is now legal in Canada, but buying and selling weed remains a challenge",https://www.usatoday.com/story/news/2018/10/17/marijuana-now-legal-canada-but-buying-weed-remains-challenge/1672074002/,
269,"USA TODAY, Editors, USA TODAY","Demonstration for missing columnist Jamal Khashoggi in front of The Washington Post on Oct. 10, 2018. (Photo: Jacquelyn Martin/AP) Pompeo in Turkey amid missing journalist mystery Secretary of State Mike Pompeo is expected to meet with Turkish officials Wedne… [+3389 chars]","Secretary of State Mike Pompeo visits Turkey Jamal Khashoggi mystery, Powerball gets its turn under the lottery sun and more things to start your day.",2018-10-17T07:29:33Z,"{'id': 'usa-today', 'name': 'USA Today'}","Jamal Khashoggi case, Powerball jackpot, Canada legalizes marijuana: 5 things to know Wednesday",https://www.usatoday.com/story/news/2018/10/17/jamal-khashoggi-powerball-canada-marijuana-atlasv-rocket/1657671002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/10/15/USAT/47a487c4-69d5-4046-9bc8-bce8243c7688-Saudi.ourview_2.JPG?crop=5471,3063,x0,y0&width=3200&height=1680&fit=bounds"
270,"USA TODAY, Adam Shell, USA TODAY","The company is in talks with Aurora Cannabis to possibly make this happen. Time Thirty-one U.S. states and the District of Columbia have legalized marijuana for medical purposes, and nine plus D.C. have approved it for recreational use, according to ProCon.or… [+7301 chars]","Investing in marijuana stocks, despite their growing acceptance, is risky because of legal and regulatory hurdles that remain.",2018-09-27T10:30:00Z,"{'id': 'usa-today', 'name': 'USA Today'}",Why marijuana stocks could mean big highs and lows for early investors,https://www.usatoday.com/story/money/2018/09/27/marijuana-stocks-investing-risks/1421068002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/09/25/USAT/3075e52a-3ee7-48d0-b31b-d9b14a12bfa2-Marijuana.JPG?crop=4895,2740,x0,y0&width=3200&height=1680&fit=bounds"
271,"for The Motley Fool, Grace Phillips, for The Motley Fool",Experts have projected the U.S. marijuana industry to skyrocket to $50 billion by 2026. (Photo: Getty Images) A little-known Canadian company just unlocked what some experts think could be the key to profiting off the coming marijuana boom. And make no mistak… [+4633 chars],A little-known Canadian company just unlocked what some experts think could be the key to profiting off the coming marijuana boom.,2018-10-08T13:00:05Z,"{'id': 'usa-today', 'name': 'USA Today'}",One stock for the coming marijuana boom,https://www.usatoday.com/story/sponsor-story/motley-fool/2018/10/08/one-stock-coming-marijuana-boom/1528195002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/10/05/USAT/ad2f065b-0522-4ce8-800d-3b7a9762c2ae-MF_Q3_Article_20.jpg?crop=1345,751,x27,y0&width=3200&height=1680&fit=bounds"
272,"USA TODAY, Josh Hafner, USA TODAY","A caravan of more than 1,500 Honduran migrants moves north after crossing the border from Honduras into Guatemala on Oct. 15, 2018 in Esquipulas, Guatemala. (Photo: John Moore, Getty Images) A caravan of 4,000 refugees moved toward the U.S. while President Do… [+2415 chars]","Today's quote: A nurse, Umana, to the Associated Press as she traveled in a U.S.-bound 'caravan' of refugees fleeing violence and poverty in Honduras.",2018-10-18T01:15:03Z,"{'id': 'usa-today', 'name': 'USA Today'}",OnPolitics Today: 'We are not criminals — we are migrants',https://www.usatoday.com/story/news/politics/onpolitics/2018/10/17/migrant-caravan-honduras-todays-top-political-news/1677858002/?utm_source=google&utm_medium=amp&utm_campaign=speakabl,"https://www.gannett-cdn.com/presto/2018/10/16/USAT/20f1d72e-d85e-42a6-8d9e-6cd8c8a50b42-GTY_1052219492.JPG?crop=5178,2913,x1,y108&width=3200&height=1680&fit=bounds"
273,"USA TODAY Sports, USA TODAY Sports","arrest database Date Team Name POS Case Category Description Outcome 2018-09-16 LAR Aaron Neary OC Arrested DUI Suspected of driving drunk in Simi Valley, Calif., where he registered a blood-alcohol content of 0.17 percent. Resolution undetermined. 2018-08-31… [+188730 chars]",A database of more than 900 incidents of arrests and criminal citations involving players since 2000.,2018-10-11T10:27:20Z,"{'id': 'usa-today', 'name': 'USA Today'}",NFL player arrests database,https://www.usatoday.com/sports/nfl/arrests/,https://www.gannett-cdn.com/sites/usatoday/images/footer-logo.png
274,"The Associated Press, Marley Jay, The Associated Press","Millennials are driving a change in how the super rich invest their money, with a shift towards more conscious investments. Elizabeth Keatinge has more. Buzz60 FILE- In this Oct. 11, 2018, file photo trader Peter Mazza, left, works with trader Daniel Trimble … [+5934 chars]","U.S. stocks are sharply lower Thursday as technology and internet companies, industrials, and companies that rely on consumer spending all skid.",2018-10-18T18:41:38Z,"{'id': 'usa-today', 'name': 'USA Today'}",Stock markets sharply lower on weak industrial earnings; tech skid resumes,https://www.usatoday.com/story/money/markets/2018/10/18/stock-market-dow-volatile-weak-earnings-tech-skid/1685326002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/10/18/USAT/01cedbfc-0376-4d78-9f0c-21152391322b-AP18285609741030.jpg?crop=5759,3239,x0,y119&width=3200&height=1680&fit=bounds"
275,Kim Warp,,Kim Warp’s Daily Cartoon celebrates the legalization of marijuana in Canada.,2018-10-18T14:48:10Z,"{'id': None, 'name': 'Newyorker.com'}","Daily Cartoon: Thursday, October 18th",https://www.newyorker.com/cartoons/daily-cartoon/thursday-october-18th-canada-marijuana,"https://media.newyorker.com/photos/5bc89c757d5ebf2d7354381a/16:9/w_1200,h_630,c_limit/Warp%20-%20Paranoid%20Mountie%20FINISH%20v.2.jpg"
276,Alan Taylor,"A Royal visit to Australia, a “Cat Beauty Fest” in Turkey, the 182-meter-tall Statue of Unity in India, “Sculpture by the Sea” in Australia, artwork in Bangkok, a Napoleonic battle re-enactment in Spain, marijuana legalization in Canada, fall colors in Japan … [+85 chars]","A Royal visit to Australia, a Napoleonic battle re-enactment in Spain, marijuana legalization in Canada, fall colors in Japan and Europe, and much more.",2018-10-19T18:23:29Z,"{'id': None, 'name': 'Theatlantic.com'}","Photos of the Week: Virtual Parish, Drone Tourism, Rock Santa",https://www.theatlantic.com/photo/2018/10/photos-of-the-week-virtual-parish-drone-tourism-rock-santa/573469/,https://cdn.theatlantic.com/assets/media/img/photo/2018/10/photos-of-the-week-2/w01_RTX6FJBK-1/facebook.jpg?1539972492
277,Shan Wang,"What We’re Following It’s My Party: Political tribalism seems to have arrived at the steps of the Supreme Court, which begins a new term on Monday without a ninth justice. If Brett Kavanaugh becomes Justice Kavanaugh, following an openly partisan defense last… [+5081 chars]","Meet our new daily crossword puzzle. Plus a return to a Trump-ier Trump, disaster in Indonesia, and more",2018-10-01T22:20:00Z,"{'id': None, 'name': 'Theatlantic.com'}",The Atlantic Daily: The World Will Not Keep Them Safe,https://www.theatlantic.com/newsletters/archive/2018/10/atlantic-daily-october-1-2018/571855/,https://cdn.theatlantic.com/assets/media/img/mt/2018/10/RTS23N99/facebook.jpg?1538430886
278,Elamin Abdelmahmoud,"Trump is giving Saudi Arabia the benefit of the doubt in Khashoggi case, but other Republicans arent The story of Jamal Khashoggis disappearance and likely murder is exposing rifts in how to treat basic international relations norms. Quick refresher, please. … [+6999 chars]","Weed becomes legal in Canada, Republican rifts over the Khashoggi case, suburban women voters break with Trump. Your BuzzFeed News newsletter, Oct. 17. View Entire Post ›",2018-10-17T11:38:15Z,"{'id': None, 'name': 'Buzzfeednews.com'}",Morning Update: Canada Will Hotbox The Continent,https://www.buzzfeednews.com/article/elaminabdelmahmoud/morning-update-canada-will-hotbox-the-continent,"https://img.buzzfeed.com/buzzfeed-static/static/2018-10/17/7/enhanced/buzzfeed-prod-web-06/original-13464-1539775889-8.jpg?crop=1246:652;4,26"
279,Tim Walker,"Good morning, Im Tim Walker with todays headlines. If youd like to receive this briefing by email, sign up here. Sign up for the US morning briefing Top story: Trump says audio of Khashoggi death probably exists The US has asked Turkey for a copy of the audio… [+6449 chars]","Russian formed US shell company before Trump Tower meeting... Canada welcomes weed legalisation... Potato cutlery and tiny turbines on Dyson Award shortlist Good morning, I’m Tim Walker with today’s headlines. If you’d like to receive this briefing by email, …",2018-10-18T10:09:50Z,"{'id': 'the-guardian-au', 'name': 'The Guardian (AU)'}",Thursday US briefing: US asks Turkey for tape of Khashoggi killing,https://www.theguardian.com/us-news/2018/oct/18/us-briefing-us-asks-turkey-tape-khashoggi-killing,https://i.guim.co.uk/img/media/5d1c295b56237455c50e245d119824db65e16b89/0_267_4000_2400/master/4000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&s=9ec6c4073f23124abe716cbe71cdf194
280,"Mack Lamoureux, Sarah Berman, Josh Visser","Photo via Wikipedia commons. This article originally appeared on VICE Canada. Weed is legal in Canada for everyone but South Koreans, it seems. In the Korea Times, Yoon Se-jin, head of the Narcotics Crime Investigation Division at Gyeonggi Nambu Provincial Po… [+2262 chars]",South Koreans have to follow the law of their home country when abroad and that means no cannabis.,2018-10-23T18:48:24Z,"{'id': 'vice-news', 'name': 'Vice News'}",South Korea Warns Citizens Not to Smoke Weed in Canada,https://www.vice.com/en_us/article/evw3bk/south-korea-warns-citizens-not-to-smoke-weed-in-canada,"https://video-images.vice.com/articles/5bcf6a73075a3000070088e0/lede/1540319889202-south-korean-flag.jpeg?crop=0.962xw:0.9609xh;0.019xw,0.0391xh&resize=1200:*"
281,Zac Palmer,There's bad news today for states that legalized the recreational use of marijuana. The IIHS and Highway Loss Data Institute (HLDI) announced that crashes in states with legalized recreational marijuana have increased by up to 6 percent. This data comes from … [+1677 chars],"Filed under: Government/Legal This, right after recreational marijuana became legal in Canada yesterday. Continue reading Study indicates states with legalized marijuana have higher crash rates Study indicates states with legalized marijuana have higher crash…",2018-10-18T17:31:00Z,"{'id': None, 'name': 'Autoblog.com'}",Study indicates states with legalized marijuana have higher crash rates,https://www.autoblog.com/2018/10/18/higher-crash-rates-legalized-marijuana/,https://o.aolcdn.com/images/dims3/GLOB/crop/3698x2082+0+0/resize/800x450!/format/jpg/quality/85/https://s.yimg.com/os/creatr-images/2018-10/0b045f60-d251-11e8-bf51-32e2b69270ad
282,Max A. Cherney,"Just more than a week after Canada became the first G-7 nation to legalize marijuana for adult recreational use, provincial sellers are reporting supply shortages and other difficulties getting the product to consumers. Federal government officials and execut… [+4280 chars]","Just over a week after Canada became the first G-7 nation to legalize marijuana for adult recreational use, provincial sellers around the country are reporting supply shortages and other difficulties getting the product to consumers.",2018-10-26T23:09:17Z,"{'id': None, 'name': 'Marketwatch.com'}",Canada is running out of legal weed in some areas,https://www.marketwatch.com/story/canada-is-running-out-of-legal-weed-in-some-areas-2018-10-26,http://s.marketwatch.com/public/resources/MWimages/MW-GS557_quebec_ZG_20181026184505.jpg
283,Tomi Kilgore,"Marijuana stocks suffered broad and sharp losses Monday, and were headed for their worst five-session skid in over eight months, as full-legalization in Canada appears to have taken the shine off the sector, despite early indications of strong demand. The ETF… [+3460 chars]","Marijuana stocks suffer broad and sharp losses Monday, and were heading for their worst week in over eight months, as full-legalization in Canada appears to have taken the shine off the sector, despite early indications of strong demand.",2018-10-22T17:37:53Z,"{'id': None, 'name': 'Marketwatch.com'}",Cannabis Watch: Marijuana stocks set for worst 5-session period for the sector in over 8 months,https://www.marketwatch.com/story/marijuana-stocks-set-for-worst-5-session-period-for-the-sector-in-over-8-months-2018-10-22,http://s.marketwatch.com/public/resources/MWimages/MW-GS190_Cannab_ZG_20181022123356.jpg
284,Max A. Cherney,"TORONTOThe final sprint to this weeks launch of legal recreational marijuana sales in Canada can be summed up by a small stamp. To sell any marijuana product in Canada, the government requires a tax stamp on the package, but the stamps are only available from… [+7773 chars]","While there didn’t seem to be massive, unexpected problems in the opening days of legal marijuana sales in Canada, it was difficult to determine whether the still fragile distribution network has been able to keep pace with demand.",2018-10-20T16:48:51Z,"{'id': None, 'name': 'Marketwatch.com'}","Cannabis Watch: Canada’s pot party: Big demand, short supply, and stamps with no glue",https://www.marketwatch.com/story/canadas-pot-party-big-demand-short-supply-and-stamps-with-no-glue-2018-10-20,http://s.marketwatch.com/public/resources/MWimages/MW-GS133_Canada_ZG_20181020120358.jpg
285,Ciara Linnane,"Canadas move to fully legalize cannabis for adult recreational use on Wednesday has set the stage for the development of a new industry that is expected to generate billions of dollars in revenue. To mark the occasion, MarketWatch profiled the six main player… [+7160 chars]","Meet some of the smaller players in an emerging sector that are expected to benefit, now that Canada has fully legalized cannabis.",2018-10-18T19:53:34Z,"{'id': None, 'name': 'Marketwatch.com'}",Cannabis Watch: Five smaller companies expected to profit from Canada’s cannabis legalization,https://www.marketwatch.com/story/five-smaller-companies-expected-to-profit-from-canadas-cannabis-legalization-2018-10-18,http://s.marketwatch.com/public/resources/MWimages/MW-GS039_Canada_ZG_20181018142135.jpg
